,MVT_GT_Dallas-Ft. Worth TX
2017-01-01,27.0
2017-01-08,35.0
2017-01-15,22.0
2017-01-22,29.0
2017-01-29,39.0
2017-02-12,20.0
2017-02-19,22.0
2017-02-26,61.0
2017-03-12,18.0
2017-03-19,16.0
2017-03-26,14.0
2017-04-02,14.0
2017-04-09,24.0
2017-04-23,22.0
2017-04-30,85.0
2017-05-07,22.0
2017-05-14,33.0
2017-05-21,49.0
2017-05-28,54.0
2017-06-04,43.0
2017-06-11,24.0
2017-06-18,71.0
2017-06-25,34.0
2017-07-02,20.0
2017-07-16,28.0
2017-07-23,44.0
2017-07-30,49.0
2017-08-06,28.0
2017-08-13,23.0
2017-08-27,22.0
2017-09-03,9.0
2017-09-10,17.0
2017-09-17,18.0
2017-09-24,58.0
2017-10-01,39.0
2017-10-15,44.0
2017-10-22,36.0
2017-10-29,12.0
2017-11-05,24.0
2017-11-19,18.0
2017-11-26,15.0
2017-12-03,28.0
2017-12-10,48.0
2017-12-17,17.0
2017-12-24,13.0
2018-01-07,24.0
2018-01-14,42.0
2018-01-21,32.0
2018-01-28,29.0
2018-02-04,42.0
2018-02-11,21.0
2018-02-18,16.0
2018-03-04,28.0
2018-03-11,12.0
2018-03-25,22.0
2018-04-08,38.0
2018-04-15,12.0
2018-04-22,26.0
2018-05-06,32.0
2018-05-13,33.0
2018-05-20,27.0
2018-05-27,32.0
2018-06-10,40.0
2018-06-17,15.0
2018-06-24,32.0
2018-07-01,19.0
2018-07-08,51.0
2018-07-22,41.0
2018-08-05,28.0
2018-08-19,22.0
2018-08-26,41.0
2018-09-02,27.0
2018-09-09,37.0
2018-09-16,60.0
2018-09-23,27.0
2018-09-30,32.0
2018-10-07,38.0
2018-10-14,18.0
2018-10-21,47.0
2018-11-04,39.0
2018-11-11,22.0
2018-11-18,15.0
2018-11-25,22.0
2018-12-02,45.0
2018-12-09,11.0
2018-12-16,14.0
2018-12-23,44.0
2018-12-30,50.0
2019-01-06,21.0
2019-01-13,28.0
2019-01-20,39.0
2019-01-27,28.0
2019-02-03,25.0
2019-02-10,26.0
2019-02-17,41.0
2019-02-24,21.0
2019-03-03,30.0
2019-03-10,45.0
2019-03-17,36.0
2019-03-24,29.0
2019-03-31,44.0
2019-04-07,28.0
2019-04-14,12.0
2019-04-21,27.0
2019-04-28,21.0
2019-05-05,20.0
2019-05-12,19.0
2019-05-19,51.0
2019-05-26,15.0
2019-06-02,31.0
2019-06-09,51.0
2019-06-16,34.0
2019-06-23,11.0
2019-06-30,26.0
2019-07-07,56.0
2019-07-14,61.0
2019-07-21,31.0
2019-07-28,13.0
2019-08-04,48.0
2019-08-11,100.0
2019-08-25,13.0
2019-09-01,44.0
2019-09-08,32.0
2019-09-15,21.0
2019-09-22,53.0
2019-09-29,40.0
2019-10-06,12.0
2019-10-20,24.0
2019-10-27,28.0
2019-11-03,29.0
2019-11-10,18.0
2019-11-17,21.0
2019-11-24,24.0
2019-12-01,57.0
2019-12-08,39.0
2019-12-15,31.0
2019-12-22,12.0
2019-12-29,37.0
2020-01-05,18.0
2020-01-19,69.0
2020-01-26,36.0
2020-02-02,28.0
2020-02-16,34.0
2020-02-23,24.0
2020-03-01,21.0
2020-03-08,19.0
2020-03-15,15.0
2020-03-22,26.0
2020-03-29,18.0
2020-04-05,18.0
2020-04-12,23.0
2020-04-19,27.0
2020-04-26,12.0
2020-05-03,17.0
2020-05-10,19.0
2020-05-17,26.0
2020-05-24,25.0
2020-05-31,40.0
2020-06-07,28.0
2020-06-14,45.0
2020-06-28,35.0
2020-07-05,9.0
2020-07-12,22.0
2020-07-19,31.0
2020-08-02,17.0
2020-08-09,21.0
2020-08-16,29.0
2020-08-23,27.0
2020-08-30,41.0
2020-09-06,26.0
2020-09-13,44.0
2020-09-20,18.0
2020-09-27,31.0
2020-10-04,50.0
2020-10-11,47.0
2020-10-18,26.0
2020-10-25,28.0
2020-11-01,18.0
2020-11-08,20.0
2020-11-15,40.0
2020-11-22,36.0
2020-11-29,16.0
2020-12-06,20.0
2020-12-13,36.0
2020-12-27,42.0
2021-01-03,35.0
2021-01-10,70.0
2021-01-17,43.0
2021-01-24,41.0
2021-01-31,27.0
2021-02-14,22.0
2021-02-21,69.0
2021-02-28,14.0
2021-03-14,54.0
2021-04-04,16.0
2021-04-18,13.0
2021-04-25,33.0
2021-05-02,30.0
2021-05-09,15.0
2021-05-16,16.0
2021-05-23,55.0
2021-05-30,18.0
2021-06-06,31.0
2021-06-13,30.0
2021-06-20,31.0
2021-06-27,30.0
2021-07-04,23.0
2021-07-18,48.0
2021-07-25,44.0
2021-08-01,16.0
2021-08-08,77.0
2021-08-22,42.0
2021-08-29,44.0
2021-09-05,60.0
2021-09-12,24.0
2021-09-19,46.0
2021-09-26,41.0
2021-10-03,13.0
2021-10-10,39.0
2021-10-17,58.0
2021-10-24,13.0
2021-10-31,28.0
2021-11-07,21.0
2021-11-14,25.0
2021-11-28,48.0
2021-12-05,23.0
2021-12-12,29.0
2021-12-19,32.0
2021-12-26,43.0
2022-01-02,27.0
2022-01-16,27.0
2022-01-23,27.0
2022-01-30,49.0
2022-02-06,49.0
2022-02-13,54.0
2022-02-20,29.0
2022-02-27,28.0
2022-03-06,36.0
2022-03-13,57.0
2022-03-20,34.0
2022-03-27,31.0
2022-04-03,33.0
2022-04-10,33.0
2022-04-17,44.0
2022-04-24,50.0
2022-05-01,9.0
2022-05-08,46.0
2022-05-15,34.0
