,MVT_GT_Detroit MI
2017-01-15,20.0
2017-01-22,38.0
2017-01-29,53.0
2017-02-12,40.0
2017-03-05,22.0
2017-03-12,37.0
2017-03-26,12.0
2017-04-02,24.0
2017-04-09,28.0
2017-04-16,33.0
2017-04-23,21.0
2017-05-14,15.0
2017-05-28,81.0
2017-06-11,14.0
2017-06-18,12.0
2017-06-25,20.0
2017-07-02,32.0
2017-07-09,36.0
2017-07-16,24.0
2017-07-23,17.0
2017-07-30,13.0
2017-08-20,27.0
2017-08-27,39.0
2017-09-17,27.0
2017-09-24,32.0
2017-10-08,24.0
2017-11-05,25.0
2017-11-12,24.0
2017-12-03,57.0
2017-12-10,20.0
2017-12-24,15.0
2018-01-07,21.0
2018-01-14,19.0
2018-01-21,24.0
2018-02-11,20.0
2018-02-18,26.0
2018-02-25,17.0
2018-03-04,15.0
2018-03-25,35.0
2018-04-01,22.0
2018-04-08,15.0
2018-04-15,27.0
2018-05-20,14.0
2018-06-10,61.0
2018-06-24,40.0
2018-07-22,28.0
2018-08-05,34.0
2018-08-12,36.0
2018-09-02,27.0
2018-09-09,24.0
2018-09-16,16.0
2018-09-30,38.0
2018-10-07,35.0
2018-10-14,50.0
2018-11-25,27.0
2018-12-02,17.0
2018-12-09,33.0
2018-12-23,21.0
2019-01-20,25.0
2019-01-27,34.0
2019-02-10,36.0
2019-02-24,25.0
2019-03-03,17.0
2019-03-17,46.0
2019-04-21,21.0
2019-04-28,23.0
2019-05-12,15.0
2019-05-26,28.0
2019-06-09,31.0
2019-06-30,36.0
2019-07-07,30.0
2019-07-14,17.0
2019-07-21,29.0
2019-07-28,29.0
2019-08-04,17.0
2019-08-11,33.0
2019-08-18,19.0
2019-09-01,14.0
2019-09-22,18.0
2019-09-29,19.0
2019-10-06,15.0
2019-10-13,14.0
2019-10-20,29.0
2019-10-27,18.0
2019-11-03,28.0
2019-11-10,22.0
2019-11-17,24.0
2019-11-24,42.0
2019-12-01,12.0
2019-12-08,49.0
2019-12-29,16.0
2020-01-05,39.0
2020-01-12,63.0
2020-02-02,18.0
2020-02-23,19.0
2020-03-08,26.0
2020-03-15,11.0
2020-03-29,26.0
2020-04-05,12.0
2020-04-12,17.0
2020-04-19,22.0
2020-04-26,27.0
2020-05-03,16.0
2020-05-10,22.0
2020-05-17,39.0
2020-05-24,17.0
2020-05-31,17.0
2020-06-07,14.0
2020-06-14,11.0
2020-06-21,27.0
2020-06-28,25.0
2020-07-05,30.0
2020-07-12,12.0
2020-07-19,12.0
2020-07-26,22.0
2020-08-16,35.0
2020-08-23,37.0
2020-08-30,21.0
2020-09-20,11.0
2020-09-27,11.0
2020-10-04,22.0
2020-10-11,25.0
2020-10-25,44.0
2020-11-22,17.0
2020-12-13,15.0
2020-12-20,32.0
2021-01-10,27.0
2021-01-24,23.0
2021-01-31,18.0
2021-02-28,30.0
2021-03-07,68.0
2021-03-14,13.0
2021-03-28,30.0
2021-04-04,32.0
2021-04-11,35.0
2021-04-18,47.0
2021-05-02,44.0
2021-06-06,26.0
2021-06-20,14.0
2021-06-27,36.0
2021-07-04,21.0
2021-07-11,25.0
2021-07-18,38.0
2021-07-25,40.0
2021-08-01,36.0
2021-08-08,28.0
2021-08-15,55.0
2021-08-22,23.0
2021-09-05,28.0
2021-09-12,24.0
2021-09-19,20.0
2021-09-26,29.0
2021-10-03,17.0
2021-10-24,43.0
2021-10-31,15.0
2021-11-07,27.0
2021-11-14,20.0
2021-11-28,22.0
2021-12-05,21.0
2021-12-12,20.0
2021-12-26,100.0
2022-01-09,15.0
2022-02-06,55.0
2022-02-13,19.0
2022-02-20,18.0
2022-03-06,12.0
2022-03-20,18.0
2022-04-03,40.0
2022-04-10,35.0
2022-04-17,10.0
2022-04-24,12.0
2022-05-01,29.0
2022-05-08,45.0
2022-05-22,34.0
2022-05-29,42.0
2022-06-05,21.0
2022-06-12,39.0
2022-06-26,29.0
2022-07-03,17.0
2022-07-10,62.0
2022-07-17,20.0
2022-07-24,27.0
2022-08-07,47.0
2022-08-14,53.0
2022-08-21,30.0
2022-08-28,45.0
2022-09-04,42.0
2022-09-11,44.0
2022-09-18,19.0
2022-09-25,28.0
2022-10-02,71.0
2022-10-09,45.0
2022-10-30,12.0
2022-11-06,37.0
2022-11-13,46.0
2022-11-27,19.0
2022-12-04,19.0
2022-12-11,35.0
2022-12-18,31.0
