,MVT_GT_Milwaukee WI
2017-01-01,23.0
2017-01-08,40.0
2017-01-29,26.0
2017-02-05,38.0
2017-02-19,28.0
2017-03-05,27.0
2017-03-19,21.0
2017-03-26,28.0
2017-04-30,44.0
2017-05-14,33.0
2017-06-04,18.0
2017-07-30,34.0
2017-08-06,50.0
2017-08-20,31.0
2017-09-17,19.0
2017-09-24,21.0
2017-10-01,16.0
2017-10-22,48.0
2017-11-05,18.0
2017-11-12,21.0
2017-11-19,21.0
2017-12-31,24.0
2018-01-14,29.0
2018-01-21,13.0
2018-01-28,23.0
2018-02-18,14.0
2018-03-04,36.0
2018-03-11,54.0
2018-03-25,20.0
2018-04-08,27.0
2018-06-03,19.0
2018-06-10,91.0
2018-07-08,30.0
2018-07-15,13.0
2018-07-29,19.0
2018-08-19,20.0
2018-09-16,16.0
2018-09-23,24.0
2018-10-21,28.0
2018-11-11,57.0
2018-11-18,23.0
2018-11-25,19.0
2018-12-02,16.0
2018-12-09,36.0
2018-12-16,41.0
2019-01-13,15.0
2019-01-27,19.0
2019-03-17,15.0
2019-04-28,34.0
2019-05-05,26.0
2019-05-12,14.0
2019-06-02,16.0
2019-07-21,21.0
2019-08-04,15.0
2019-08-25,53.0
2019-09-08,13.0
2019-11-17,17.0
2019-11-24,29.0
2019-12-01,30.0
2020-01-05,15.0
2020-01-12,12.0
2020-01-19,56.0
2020-02-16,26.0
2020-03-08,14.0
2020-04-12,31.0
2020-04-26,14.0
2020-05-03,30.0
2020-05-10,17.0
2020-06-14,19.0
2020-06-28,17.0
2020-08-09,13.0
2020-08-16,19.0
2020-08-30,21.0
2020-09-20,33.0
2020-10-04,18.0
2020-10-18,18.0
2020-11-22,34.0
2020-12-20,32.0
2020-12-27,40.0
2021-01-24,29.0
2021-01-31,20.0
2021-02-07,24.0
2021-02-14,22.0
2021-03-28,25.0
2021-04-11,100.0
2021-04-18,46.0
2021-05-23,29.0
2021-06-13,34.0
2021-06-27,22.0
2021-07-25,25.0
2021-08-08,33.0
2021-09-05,18.0
2021-09-12,17.0
2021-09-19,15.0
2021-10-03,39.0
2021-10-10,16.0
2021-10-17,14.0
2021-10-31,28.0
2021-11-14,25.0
2021-11-21,22.0
2021-12-05,44.0
2022-01-02,39.0
2022-01-09,19.0
2022-01-16,54.0
2022-02-06,28.0
2022-02-13,21.0
2022-03-13,33.0
2022-03-20,17.0
2022-03-27,22.0
2022-04-03,38.0
2022-05-22,34.0
2022-06-05,13.0
2022-06-12,15.0
2022-07-31,38.0
2022-08-07,40.0
2022-08-21,15.0
2022-08-28,31.0
2022-09-04,27.0
2022-10-09,34.0
2022-10-16,39.0
2022-10-23,14.0
2022-10-30,47.0
2022-11-13,36.0
2022-11-27,19.0
2022-12-18,65.0
