,MVT_GT_Philadelphia PA
2017-01-01,55.0
2017-01-08,17.0
2017-01-15,35.0
2017-01-29,20.0
2017-02-12,69.0
2017-02-26,41.0
2017-03-05,16.0
2017-04-02,33.0
2017-04-09,38.0
2017-04-16,28.0
2017-04-23,41.0
2017-04-30,31.0
2017-05-07,22.0
2017-05-14,18.0
2017-05-28,63.0
2017-06-04,24.0
2017-06-18,25.0
2017-07-02,48.0
2017-07-09,17.0
2017-07-30,30.0
2017-08-06,31.0
2017-08-20,96.0
2017-09-03,45.0
2017-09-10,33.0
2017-09-24,32.0
2017-10-01,44.0
2017-10-08,33.0
2017-10-22,44.0
2017-10-29,28.0
2017-11-12,22.0
2017-11-19,24.0
2017-11-26,21.0
2017-12-17,45.0
2017-12-24,62.0
2017-12-31,72.0
2018-01-07,64.0
2018-01-14,20.0
2018-01-21,27.0
2018-01-28,32.0
2018-02-04,39.0
2018-02-11,30.0
2018-02-18,56.0
2018-02-25,33.0
2018-03-04,36.0
2018-03-11,17.0
2018-03-18,54.0
2018-03-25,55.0
2018-04-01,26.0
2018-04-08,64.0
2018-04-15,92.0
2018-04-29,29.0
2018-05-06,61.0
2018-05-13,44.0
2018-05-20,42.0
2018-05-27,53.0
2018-06-03,27.0
2018-06-17,52.0
2018-06-24,27.0
2018-07-01,38.0
2018-07-08,34.0
2018-07-15,18.0
2018-07-29,18.0
2018-08-05,41.0
2018-08-12,52.0
2018-08-19,30.0
2018-09-16,27.0
2018-09-23,61.0
2018-09-30,43.0
2018-10-07,29.0
2018-10-21,20.0
2018-10-28,36.0
2018-11-11,22.0
2018-11-18,29.0
2018-12-02,57.0
2018-12-09,34.0
2018-12-16,17.0
2018-12-30,84.0
2019-01-06,39.0
2019-01-13,34.0
2019-01-20,25.0
2019-01-27,49.0
2019-02-03,31.0
2019-02-10,39.0
2019-02-17,81.0
2019-02-24,37.0
2019-03-03,49.0
2019-03-17,15.0
2019-03-31,27.0
2019-04-14,53.0
2019-04-28,23.0
2019-05-05,47.0
2019-05-26,46.0
2019-06-09,17.0
2019-06-30,23.0
2019-07-07,38.0
2019-07-14,33.0
2019-07-28,44.0
2019-08-04,29.0
2019-08-11,28.0
2019-08-25,16.0
2019-09-01,46.0
2019-09-08,21.0
2019-09-15,43.0
2019-09-29,29.0
2019-10-06,66.0
2019-10-13,39.0
2019-10-20,38.0
2019-11-03,53.0
2019-11-17,53.0
2019-11-24,29.0
2019-12-01,64.0
2019-12-15,56.0
2019-12-22,73.0
2019-12-29,42.0
2020-01-05,43.0
2020-01-12,38.0
2020-01-19,73.0
2020-01-26,25.0
2020-02-02,26.0
2020-02-09,21.0
2020-02-16,84.0
2020-02-23,22.0
2020-03-01,33.0
2020-03-15,43.0
2020-03-22,61.0
2020-03-29,25.0
2020-04-12,45.0
2020-04-19,24.0
2020-04-26,41.0
2020-05-03,25.0
2020-05-10,20.0
2020-05-17,30.0
2020-05-31,13.0
2020-06-07,12.0
2020-06-21,34.0
2020-06-28,25.0
2020-07-12,14.0
2020-07-19,15.0
2020-07-26,30.0
2020-08-02,48.0
2020-08-09,39.0
2020-08-16,28.0
2020-08-23,36.0
2020-08-30,19.0
2020-09-06,36.0
2020-09-13,25.0
2020-09-20,42.0
2020-09-27,23.0
2020-10-11,41.0
2020-10-18,100.0
2020-11-01,23.0
2020-11-15,14.0
2020-11-22,76.0
2020-11-29,57.0
2020-12-06,53.0
2020-12-13,97.0
2020-12-20,62.0
2020-12-27,76.0
2021-01-03,13.0
2021-01-10,18.0
2021-01-17,34.0
2021-01-24,21.0
2021-02-07,48.0
2021-02-14,54.0
2021-03-07,29.0
2021-03-14,36.0
2021-03-21,44.0
2021-03-28,39.0
2021-04-04,59.0
2021-04-25,32.0
2021-05-02,32.0
2021-05-09,47.0
2021-05-16,74.0
2021-05-23,65.0
2021-06-06,29.0
2021-06-13,24.0
2021-06-20,16.0
2021-06-27,30.0
2021-07-04,50.0
2021-07-11,74.0
2021-07-18,23.0
2021-07-25,43.0
2021-08-01,32.0
2021-08-08,21.0
2021-08-22,57.0
2021-08-29,44.0
2021-09-05,51.0
2021-09-12,60.0
2021-09-19,42.0
2021-09-26,60.0
2021-10-03,57.0
2021-10-10,29.0
2021-10-17,41.0
2021-10-24,22.0
2021-10-31,41.0
2021-11-07,73.0
2021-11-14,33.0
2021-11-21,48.0
2021-11-28,35.0
2021-12-05,24.0
2021-12-12,45.0
2021-12-19,22.0
2021-12-26,67.0
2022-01-02,57.0
2022-01-09,29.0
2022-01-16,64.0
2022-01-23,68.0
2022-01-30,83.0
2022-02-06,67.0
2022-02-13,16.0
2022-02-20,44.0
2022-02-27,47.0
2022-03-06,36.0
2022-03-13,42.0
2022-03-20,46.0
2022-03-27,31.0
2022-04-03,41.0
2022-04-10,25.0
2022-04-17,41.0
2022-04-24,34.0
2022-05-01,51.0
2022-05-08,43.0
2022-05-22,75.0
2022-06-12,57.0
2022-06-19,51.0
2022-06-26,32.0
2022-07-03,20.0
2022-07-10,58.0
2022-07-17,52.0
2022-07-24,34.0
2022-07-31,27.0
2022-08-07,57.0
2022-08-14,71.0
2022-08-21,85.0
2022-08-28,55.0
2022-09-04,34.0
2022-09-11,42.0
2022-09-18,61.0
2022-10-02,47.0
2022-10-09,63.0
2022-10-16,41.0
2022-10-23,15.0
2022-10-30,56.0
2022-11-06,62.0
2022-11-13,52.0
2022-11-20,33.0
2022-11-27,55.0
2022-12-04,65.0
2022-12-11,41.0
2022-12-18,48.0
2022-12-25,20.0
