,MVT_GT_Fresno-Visalia CA
2017-01-01,23.0
2017-01-29,20.0
2017-02-12,21.0
2017-02-19,28.0
2017-02-26,17.0
2017-03-12,59.0
2017-04-02,60.0
2017-04-16,32.0
2017-05-07,19.0
2017-06-18,21.0
2017-06-25,36.0
2017-07-09,72.0
2017-07-16,48.0
2017-07-30,33.0
2017-08-06,44.0
2017-09-03,25.0
2017-09-17,69.0
2017-09-24,16.0
2017-10-08,37.0
2017-10-15,63.0
2017-10-22,21.0
2017-11-26,18.0
2017-12-03,71.0
2017-12-31,32.0
2018-01-14,24.0
2018-02-04,21.0
2018-03-25,32.0
2018-04-22,78.0
2018-07-08,31.0
2018-08-12,19.0
2018-08-19,18.0
2018-09-23,38.0
2018-10-14,19.0
2018-10-21,32.0
2018-12-09,22.0
2019-01-06,31.0
2019-02-03,25.0
2019-03-17,100.0
2019-03-24,36.0
2019-06-09,52.0
2019-06-16,38.0
2019-06-23,34.0
2019-06-30,29.0
2019-07-14,43.0
2019-07-21,28.0
2019-07-28,25.0
2019-08-04,23.0
2019-08-18,27.0
2019-09-29,47.0
2019-10-06,62.0
2019-10-20,50.0
2020-01-19,19.0
2020-01-26,24.0
2020-02-02,24.0
2020-02-23,16.0
2020-03-01,26.0
2020-03-08,19.0
2020-03-29,12.0
2020-04-12,16.0
2020-04-19,18.0
2020-05-24,20.0
2020-06-14,14.0
2020-06-28,16.0
2020-07-05,65.0
2020-07-19,20.0
2020-08-23,19.0
2020-08-30,19.0
2020-09-13,12.0
2020-09-27,23.0
2020-10-11,21.0
2020-11-01,29.0
2020-11-29,22.0
2020-12-06,22.0
2021-01-03,27.0
2021-01-31,26.0
2021-02-14,20.0
2021-02-28,22.0
2021-03-14,31.0
2021-04-04,20.0
2021-04-11,19.0
2021-05-16,30.0
2021-05-23,31.0
2021-06-13,44.0
2021-06-20,75.0
2021-06-27,24.0
2021-07-04,52.0
2021-08-15,17.0
2021-09-19,45.0
2021-10-03,23.0
2021-10-24,22.0
2021-10-31,19.0
2021-11-07,25.0
2021-12-19,26.0
2022-01-02,28.0
2022-01-09,17.0
2022-01-30,52.0
2022-02-27,43.0
2022-03-27,37.0
2022-04-17,17.0
2022-05-01,23.0
2022-06-12,46.0
2022-06-19,16.0
2022-09-11,15.0
2022-09-18,19.0
2022-10-02,29.0
2022-10-09,21.0
2022-10-23,20.0
2022-10-30,26.0
2022-11-20,18.0
2022-11-27,28.0
2022-12-18,16.0
2022-12-25,18.0
